	Feature	value
5466	Menge	-0.004242712256602941
19966	zugeordnet	-0.004240582554959528
12465	erinnert	0.00423024160769699
6092	Patienten	-0.004226522688214511
4173	Hofmannsthal	0.004218026777252046
2341	Dramen	0.004212331274100076
1811	Bewertung	-0.004206916473783427
12418	ergibt	-0.004200415612566188
6984	Schule	-0.0041964600745661804
6602	Religion	0.004185731938675174
15731	menschlichen	0.004167629089003027
651	A	-0.004162916197641836
14838	je	-0.004162862480941498
4322	Individuum	0.004162648316688869
12730	erzählt	0.0041487044343097666
2744	Erfassung	-0.004140136819993461
15295	könnten	-0.0041378414878988235
16093	nicht	0.004130719396475371
12532	ermittelt	-0.0041280581249188075
4338	Information	-0.004122865566532143
4412	Integration	-0.00411767225052356
4794	Konkreta	-0.00410716688757242
2005	Bühne	0.004089829829024669
12621	erst	0.004078294871432412
9626	alten	0.00407645310099868
8180	Vaters	0.00407450679388
795	Adverbien	-0.004071286773010986
19185	viele	-0.0040580350979143275
19768	wo	0.004050658560876176
7654	Tat	0.004046081259257497
1510	Bedingungen	-0.004042985703275107
13458	gehören	-0.004039549635366485
9031	Wunsch	0.004034990046952085
16120	nimmt	0.004034778255972954
2032	Charakter	0.004029171659200973
7585	Syntax	-0.004028644071691712
11707	durchgeführt	-0.004013717038961096
3437	Gedichten	0.004013289393221206
5976	Opfer	0.003981978964446776
14029	grammatische	-0.003978157983262648
6612	Reportage	0.003976826458966311
17823	syntaktischer	-0.003971871954235451
4835	Kontext	-0.003967203319997526
7039	Schülern	-0.00396077662302623
19795	worden	0.003957561664060652
10158	auftreten	-0.003954685660083024
5376	Marie	0.003954291099600992
4903	Krankheit	0.003951499314715951
2740	Erfahrung	0.003950798744002569
15910	möglichen	-0.003949943034989325
8079	Unterricht	-0.003944574764449623
2992	Fachsprache	-0.003943583301180879
7527	Stück	0.003943455041460258
9021	Wortschätze	-0.003941788007484108
2250	Die	-0.003928485701456527
17622	stehen	-0.00392744515069733
11758	e	-0.003921648979299984
2899	Erzählers	0.003917180928262854
2088	Dame	0.003911217731717462
6085	Passiv	-0.0038987520234526336
20130	zusätzlich	-0.0038883968272218202
2761	Ergebnissen	-0.0038862497537562974
2699	Entwicklung	-0.0038830535772379424
9740	angegeben	-0.0038828092415764664
16100	nie	0.003881945946581898
4232	II	-0.0038807551632943807
1073	Anwendung	-0.003878927485726221
19124	verwendeten	-0.0038776673793795105
11375	daß	0.0038753742411495725
4933	Kriterium	-0.003873489630827558
7719	Textes	0.0038594789317043807
6287	Probleme	-0.003848181300955792
16202	oberen	-0.003845457382104317
13934	gezeigt	-0.0038453972231885245
1143	Artikels	-0.0038319739326116787
7829	Tradition	0.003830535431722342
8998	Wortarten	-0.0038218363554020107
19686	wie	-0.0038180263888236594
19942	zudem	-0.003812437150150321
7978	Umwelt	0.003808479018788774
3148	Folgenden	-0.0038044904856675064
2472	Eindruck	0.0038005072848539064
4126	Hinblick	-0.00379884369375512
2950	Existenz	0.003792787357313518
4996	König	0.0037804246462877916
7042	Seele	0.0037760729663096813
6685	Rolle	0.0037757414624845892
16256	oft	-0.003772493845661415
15094	konkreten	-0.0037628174532661563
3631	Geschehen	0.0037543350080262447
17105	schreibt	0.003730396160597408
12311	entweder	-0.0037235336571380864
3722	Gewalt	0.0037176553000481073
17551	später	0.0037161843705542015
12486	erklärt	-0.0037128770867643794
5003	Körper	0.00370915274644471
1946	Brief	0.003707400553750181
5220	Lexemen	-0.003702276125861247
15074	komplexen	-0.003696957404159124
1304	Auseinandersetzung	0.0036960085172419964
2216	Deutschland	0.0036947734124326372
1818	Bewusstsein	0.0036828701473996654
3388	Gattung	0.003675419392288062
14109	gut	-0.003673212011158876
14671	inneren	0.0036565290336566087
11987	einmal	0.0036554963844750805
7546	Substantiven	-0.003652425974791287
8559	Volk	0.003647175991041369
6281	Problem	-0.0036405932619716663
2721	Epoche	0.0036402456439271454
4533	Joseph	0.0036273143738892494
10949	besteht	-0.003619067099758994
15600	lässt	0.0036182592325003115
4397	Instanz	0.0036174390196616383
12365	erfasst	-0.003614295614178476
3884	Grundwort	-0.003609714295425668
14001	gleichzeitig	0.003607449438471204
15909	mögliche	-0.0036046180898201873
5882	Nominalphrase	-0.0035933810542662743
17296	setzt	0.003593223597230716
11435	dennoch	0.003586862206689789
2651	Englisch	-0.0035855378360910833
5575	Mittelpunkt	0.00357643522408044
5838	Neue	0.0035739615782705626
4430	Interesse	0.0035726997081442996
5692	Männer	0.003570331966088494
20571	übrigen	-0.0035699672556589682
7167	Singular	-0.0035692620730361883
7703	Tests	-0.0035592952072656223
10846	berücksichtigt	-0.0035589389051968187
6500	Rede	0.003556211851610684
10358	ausschließlich	-0.0035559548377006537
12477	erkennt	0.0035539662516754175
5230	Licht	0.0035501904205906183
11759	eben	0.0035437409441527123
5155	Leistung	-0.003541155686794436
3101	Film	0.0035400881425404623
17526	sprachlicher	-0.0035346460092987413
11319	dar	0.0035339521694045333
18158	unabhängig	-0.003524027241725882
11005	betrachtet	-0.0035176471893932732
957	Angst	0.0035106528243032597
1487	Bedenken	-0.0035094713817657094
11090	bezeichnen	-0.003498881147471865
18964	verschiedener	-0.003498873370963336
2357	Du	0.0034965084308279846
7272	Spiel	0.003487903265307053
12748	et	-0.0034827392837352665
6074	Partizip	-0.0034759720164193137
4492	Jahr	0.003462594150704046
4230	I	-0.003462085808362502
1425	Außenwelt	0.003456905686805629
7894	Typen	-0.003453999839051042
5168	Lektüre	0.003448703510278626
15922	mündlichen	-0.003446322646335554
18404	unteren	-0.003440992320297659
4805	Konnotationen	-0.003437074899757809
7656	Tatsache	-0.003430170667986576
1415	Autors	0.0034289462063525583
13294	gebracht	0.003422697953187885
6623	Republik	0.0034170977386276157
12170	englischen	-0.0034168161069542393
13526	gelingt	0.003416520473786269
3947	Hand	0.0034164058148720517
5704	Möglichkeit	0.003410182517101375
13532	gelten	-0.00339944587244073
3804	Grammatiken	-0.003392764484366739
12284	entsprechende	-0.0033878995819897396
8785	Weimarer	0.00338340140784682
656	Abb.	-0.003373777552394768
17110	schriftliche	-0.00337164197081833
14452	hohe	-0.0033699947758772525
9771	angenommen	-0.003366618187077618
1721	Beschränkungen	-0.003364844894359093
4758	Kompetenzen	-0.0033570167825732592
2735	Ereignisse	0.0033568992094255338
12413	ergeben	-0.0033515092618097873
8427	Versionen	-0.003345882821835712
1124	Argumente	-0.0033423964525035542
2891	Erziehung	0.003331198710513276
2483	Einfluss	-0.0033276459059174133
141	18.	0.0033140287118423734
1532	Befunde	-0.003301323459738696
17111	schriftlichen	-0.0032984643740254266
14835	ja	0.0032977067115832833
6262	Prinz	0.0032956243516421594
17017	scheinbar	0.003292349450010711
12684	erweist	0.0032922396553005696
1359	Aussagen	-0.0032893035959809095
6007	Orte	0.003288831345514043
813	Akkusativ	-0.003288567635277718
2551	Einteilung	-0.003285463603200387
6152	Phase	-0.0032815700125196196
11763	ebenso	0.0032810628541255164
1462	Basis	-0.003279519509332811
1227	Aufsatz	0.0032778858488753874
8373	Verlust	0.0032773228273098158
15398	lediglich	-0.003274857334982414
15041	kommen	-0.003274312195256753
17658	stets	0.003272792912274633
5218	Lexem	-0.0032694513276256987
4024	Haus	0.003261429396437019
11937	eingesetzt	-0.003261365197284135
2765	Ergänzung	-0.0032559875106583057
783	Adjektivs	-0.0032552559222193264
6691	Rom	0.0032538536320480555
13280	gebildet	-0.0032523240380488406
1620	Beleg	-0.0032508751215116626
15723	meisten	-0.003247687878928213
12048	einzelne	-0.003247482727657021
6501	Reden	-0.00324069159335455
4169	Hoffnung	0.003233448800844642
14562	ihnen	0.0032317732042230077
7052	Sehnsucht	0.0032312503063543258
12524	erläutert	-0.0032295320579668334
16837	relevant	-0.003226516723623002
2918	Essay	0.0032239212092383556
4998	Königin	0.0032159766887990254
16713	realen	0.0032136249656345827
4539	Juden	0.003213414278219258
15904	möchte	0.0032018478326009013
19986	zugrunde	-0.0031967537613792714
18873	verliert	0.0031943638771038834
5591	Modell	-0.003189436409921427
17828	systematisch	-0.0031861364015769358
19891	zentraler	-0.0031855774687869673
570	6	-0.003184507836320035
10200	aus	-0.003180195905795517
19386	vorliegende	-0.0031715178884396456
18453	unterschiedlich	-0.0031693655918401025
6208	Politik	0.0031646865496270824
4919	Krieges	0.003163968570059787
5667	Muster	-0.0031629910015263645
15701	mehrere	-0.0031619587368575024
661	Abbildungen	-0.0031602829985052216
11899	eingegangen	-0.00315696195048308
5500	Methoden	-0.003156086990367051
