	Feature	value
18072	sein_PPOSAT	0.018193469863700733
15618	keine_PIAT	-0.01790952526508841
16381	man_PIS	-0.01779291825994065
15202	ihr_PPER	0.017650971502336646
11934	die_PRELS	0.01726485552194446
13275	es_PPER	-0.016978343606004666
16923	noch_ADV	0.016779074557827303
6835	Satz_NN	-0.016678078293471336
8872	Werk_NN	0.0164372108554606
16548	mit_APPR	-0.01640372307668351
15233	immer_ADV	0.016167297058089114
14563	gibt_VVFIN	-0.016003732120120583
8533	Verwendung_NN	-0.01596778598191555
3921	Gruppe_NN	-0.01591896654559826
7410	Stadt_NN	0.015841656674631093
20791	wieder_ADV	0.015784412577412858
416	2_CARD	-0.015651591527767787
18308	sowie_KON	-0.015510477378436425
20314	von_APPR	-0.015484964717294276
900	Analyse_NN	-0.015484471982655432
8128	Untersuchung_NN	-0.015440102348250783
4709	Klasse_NN	-0.015011424575966686
6558	Regel_NN	-0.014997817758691774
1601	Beispiele_NN	-0.014957703762249088
20564	war_VAFIN	0.014806374293027523
4630	Kapitel_NN	-0.014778940209537768
9084	Wörter_NN	-0.014766520151568105
10166	auf_APPR	-0.014726715322694778
3467	Gedicht_NN	0.014640671197692367
4075	Heimat_NN	0.014506621536504529
4842	Konnotation_NN	-0.014470521927926654
15203	ihr_PPOSAT	0.014456629417372633
268	1_CARD	-0.014353173458567289
8980	Wirklichkeit_NN	0.01433038615863081
15206	ihren_PPOSAT	0.014304760655962371
9749	am_APPRART	0.014268372373772542
16452	mehr_ADV	0.014194906253706775
12213	eigenen_ADJA	0.014149732463729893
11619	da_KOUS	-0.014057172584258357
5278	Liebe_NN	0.013921236324036773
12059	drei_CARD	-0.013889052715644612
7841	Tod_NN	0.013866291266206053
9735	also_ADV	-0.013830851495171
16997	ob_KOUS	-0.013778073180166567
13600	folgende_ADJA	-0.013632370765676223
16277	literarischen_ADJA	0.013626078109154853
20842	wir_PPER	-0.013487023875056965
14347	gesellschaftlichen_ADJA	0.013482107121421127
15523	jedoch_ADV	-0.013408809095587339
7739	Text_NN	0.013271206794771938
783	Adjektive_NN	-0.013190602396939543
7633	Sätze_NN	-0.013068535277949411
7536	Studierenden_NN	-0.013052812878773934
18716	syntaktische_ADJA	-0.01299730328018076
7651	Tabelle_NN	-0.012962020471104266
12234	ein_ART	-0.012951159364452576
18718	syntaktischen_ADJA	-0.012916155390392427
6312	Probanden_NN	-0.01280292624004235
11787	denen_PRELS	-0.012719964048399472
3044	Fall_NN	-0.012700413449540426
2923	Erzähler_NN	0.01267668832172904
11621	dabei_PROAV	-0.01258741268036492
18080	seines_PPOSAT	0.012523097668281738
7072	Schüler_NN	-0.01249573439826872
18073	sein_VAINF	-0.012460913506237927
3439	Gebrauch_NN	-0.01245788018965143
8340	Vergleich_NN	-0.012392773229153713
2662	Ende_NN	0.01235846871036245
10913	beim_APPRART	-0.012233397838852541
11763	dem_PRELS	0.012157765587596122
1150	Artikel_NN	-0.01203379615346017
18128	semantische_ADJA	-0.012024306711339803
3670	Geschichte_NN	0.01198810098393582
4378	Informationen_NN	-0.011861145192367674
19968	verschiedenen_ADJA	-0.011846411039404465
14787	hatte_VAFIN	0.01181754274986785
16958	nun_ADV	0.011657673662961106
15205	ihrem_PPOSAT	0.01165132039428728
2134	Daten_NN	-0.011610840250436641
17273	politischen_ADJA	0.011594000542444534
7329	Sprache_NN	-0.011591508056347594
6499	Raum_NN	0.01152523720870129
4637	Karl_NE	0.011481949764091174
782	Adjektiv_NN	-0.011473636307190086
18067	sehr_ADV	-0.011402262247193751
20709	wenn_KOUS	-0.01122313429025584
4710	Klassen_NN	-0.011120632670082203
18394	sprachlichen_ADJA	-0.011060743022378713
5407	Mann_NN	0.010902114613702975
6402	Prädikate_NN	-0.010857257538247171
9806	anderen_ADJA	-0.010792560379944196
5819	Natur_NN	0.01078439941988499
3282	Frauen_NN	0.010674507769014768
20448	vorliegenden_ADJA	-0.010556451386856631
5242	Leser_NN	0.010552144381048562
11800	denn_KON	0.010476881882665712
15156	ich_PPER	-0.010463605886638529
9672	alle_PIAT	-0.010435437585002311
5067	La_NE	0.01039934684442485
6	+_KON	-0.010390720368921044
3373	Fällen_NN	-0.010258644452545347
6361	Pronomen_NN	-0.01017728203765615
491	3_CARD	-0.010151787857421627
1874	Bild_NN	0.010106498826098553
8961	Wilhelm_NE	0.010095449842476956
6511	Realität_NN	0.009880219733370943
20312	vom_APPRART	0.009875849335863829
15339	insgesamt_ADV	-0.009825788776834045
6732	Romans_NN	0.009794291483532095
1911	Blick_NN	0.009770445464968597
11627	daher_PROAV	-0.009663644258792172
11962	dieses_PDAT	0.009646717470343426
16275	literarische_ADJA	0.009640148139995326
7378	Sprecher_NN	-0.009540864473278047
13602	folgenden_ADJA	-0.0095343547409695
5263	Lexeme_NN	-0.009527509829225528
1501	Bedeutung_NN	-0.009527130983353272
21001	zeigen_VVFIN	-0.009506971436400962
16705	müssen_VMFIN	-0.009503249890508018
20157	verwendet_VVPP	-0.00944407097018444
20260	vier_CARD	-0.009428589012187537
20324	vor_APPR	0.009387483451595728
3533	Gegenwart_NN	0.009379950733835294
1675	Bereich_NN	-0.009329318981511616
11641	dann_ADV	-0.009312943671333201
2480	Eigenschaften_NN	-0.009310782626911328
4729	Kleist_NE	0.00929914470971483
11956	diesem_PDAT	0.009247885542779655
18130	semantischen_ADJA	-0.009193762481524943
21003	zeigt_VVFIN	-0.009188463302304408
8821	Weise_NN	0.0091179645478586
6044	Ort_NN	0.00895988894161962
19386	unterschiedliche_ADJA	-0.008935237460412282
12478	einzelnen_ADJA	-0.00886008641586284
8328	Vergangenheit_NN	0.008845810567859646
14768	handelt_VVFIN	-0.008833448450141558
12018	doch_KON	0.008828911189935703
8129	Untersuchungen_NN	-0.008799810420008183
7575	Substantiv_NN	-0.008797207668344697
13967	gegen_APPR	0.00878999919751534
10901	beiden_PIAT	-0.008756502673953883
11636	damit_PROAV	0.008735603362259262
5009	Kunst_NN	0.00872366904235653
4282	Ich_NN	0.008680486659866017
9733	als_KOUS	0.008649486155968535
4530	Jahre_NN	0.008648397582533968
3922	Gruppen_NN	-0.00864520231796822
20964	z.B._ADV	-0.008616733071521106
8213	Vater_NN	0.00860907789796552
20603	weiblichen_ADJA	0.008567876412129437
18715	syntaktisch_ADJD	-0.008563049079886394
6416	Präposition_NN	-0.008558045284618183
8254	Verbindungen_NN	-0.00850969861418655
11849	dessen_PDS	0.008492900288054966
16255	liegt_VVFIN	-0.008459030965106779
7634	Sätzen_NN	-0.00844128976468602
19967	verschiedene_ADJA	-0.0084294158542851
15036	hinsichtlich_APPR	-0.008425612870209001
2540	Einheiten_NN	-0.008403145535291435
5111	Lebens_NN	0.008391112898480007
1853	Bezug_NN	-0.008374129723927622
15337	ins_APPRART	0.008351416439570608
21405	Äußerungen_NN	-0.008253170882680625
12273	eines_ART	-0.008234888508533784
7576	Substantive_NN	-0.0082290271632742
3372	Fälle_NN	-0.00820447072886183
15554	jeweils_ADV	-0.008199756033372883
21404	Äußerung_NN	-0.008190695952864233
20325	vor_PTKVZ	-0.008100016272123632
5507	Mensch_NN	0.008087800692234403
18511	steht_VVFIN	0.008056820516741359
11483	bleibt_VVFIN	0.008038510118189542
16863	neuen_ADJA	0.007976518181936067
17271	politische_ADJA	0.007946386746778972
11948	dies_PDS	-0.007945097589499047
10924	beispielsweise_ADV	-0.007938292003836386
6476	Rahmen_NN	-0.007931104221390857
1424	Autorin_NN	0.007905358088300821
2088	DDR_NE	0.007903434317322532
3252	Frage_NN	-0.007805590875948785
5927	Norm_NN	-0.007803423883960488
19429	untersuchten_ADJA	-0.00780243841105385
2232	Deutschen_NN	-0.007730161517960182
8873	Werke_NN	0.007694361113299053
5521	Merkmale_NN	-0.007645831505016399
18068	sei_VAFIN	0.007641222895049748
14241	gerade_ADV	0.0075710989234084695
16219	lexikalischen_ADJA	-0.007527114568285103
7532	Studie_NN	-0.00749979535975873
9732	als_KON	-0.00749262500684731
16369	macht_VVFIN	0.0074287700864428
8120	Unterschiede_NN	-0.0073497984717968146
5641	Moment_NN	0.007349730324323487
20876	wissenschaftlichen_ADJA	-0.007336252966198064
7331	Sprachen_NN	-0.007327754556821472
21556	über_APPR	0.007299777750349256
21126	zugleich_ADV	0.007282553614245549
4925	Korpus_NN	-0.00728147068612234
11228	bestimmten_ADJA	-0.007278109076693597
4973	Kriterien_NN	-0.007265947308708028
5373	Macht_NN	0.007263198412567591
15259	indem_KOUS	0.007253535862217668
20602	weibliche_ADJA	0.007231963387626228
5914	Nomen_NN	-0.0072261806932906085
6380	Protagonisten_NN	0.0072105372778984555
5708	Mutter_NN	0.007208551362916414
11225	bestimmte_ADJA	-0.00720250193589549
1154	Arzt_NN	-0.007194597688102604
1086	Anzahl_NN	-0.007193837900608702
21352	zwischen_APPR	-0.00717719395888452
16679	männlichen_ADJA	0.007146317826991316
3195	Formen_NN	-0.007130882097090292
6604	Reise_NN	0.0071206863573618304
9085	Wörterbuch_NN	-0.007101924786095834
16081	lassen_VVFIN	-0.007099334022540788
18312	sowohl_KON	-0.007075034831071041
2405	Durchschnitt_NN	-0.007072726850798964
1602	Beispielen_NN	-0.007061906307062072
15117	häufig_ADJD	-0.007051533486325174
47	10_CARD	-0.007035226428450744
9056	Wortschatz_NN	-0.007008830048856132
16687	möglich_ADJD	-0.006980368228408436
18282	sollen_VMFIN	-0.00697553556898784
1	&_KON	-0.0069751855323945495
11416	bezüglich_ADJD	-0.006970479874384775
1315	Ausdrücke_NN	-0.006958619456517942
18391	sprachliche_ADJA	-0.006958544650882201
20630	weitere_ADJA	-0.006957359730151131
12017	doch_ADV	0.006939362747155224
4301	Identität_NN	0.0069368743933658945
19388	unterschiedlichen_ADJA	-0.006909362798826622
6202	Phänomene_NN	-0.0068760694304477715
18525	stellt_VVFIN	0.006871061902474895
7780	Theater_NN	0.006847640373909013
2936	Erzählung_NN	0.006847403546416852
1491	Bearbeitung_NN	-0.0068293095309903355
9803	andere_ADJA	-0.006775340830360796
3050	Familie_NN	0.0067748708507606795
6420	Präpositionen_NN	-0.006771109653298529
5197	Leistungen_NN	-0.00674321161902997
4650	Kategorien_NN	-0.006740838782213627
18127	semantisch_ADJD	-0.006739888828727216
8267	Verbs_NN	-0.006738404961491101
6840	Satzes_NN	-0.006709373479155558
2313	Diskussion_NN	-0.006674057048177456
6095	Paris_NE	0.006655983476306084
3832	Grammatik_NN	-0.006646175835355416
7486	Stimme_NN	0.006622886670507538
1821	Bewegung_NN	0.006611542060149898
6395	Prozesse_NN	-0.00659952286225028
17869	scheint_VVFIN	0.006537830022158983
6404	Prädikative_NN	-0.006530292615679461
2120	Darstellung_NN	0.006530072551768023
3292	Freiheit_NN	0.006521509568482973
559	5_CARD	-0.006494794312573676
15551	jeweiligen_ADJA	-0.006490823045485735
8758	Wahrnehmung_NN	0.006485384893177886
17944	schon_ADV	0.006441723090120721
13990	gegenüber_APPR	0.0064157325818843805
8497	Verteilung_NN	-0.006414361087591768
9091	Wörtern_NN	-0.0064076155440677155
13091	erscheint_VVFIN	0.006404468683400492
4863	Konstruktionen_NN	-0.006395651888935364
20156	verwendet_VVFIN	-0.006382687168430767
1019	Ansatz_NN	-0.006369428497235204
6027	Ordnung_NN	0.006363684759336527
7521	Struktur_NN	-0.006330594389977862
18053	sechs_CARD	-0.00624987709373119
1101	Arbeiten_NN	-0.00624370660808936
1057	Anteil_NN	-0.006226123299426281
7840	Tochter_NN	0.006182230989398968
3255	Fragen_NN	-0.006180461237826975
9693	alles_PIS	0.006137788186027575
3040	Faktoren_NN	-0.006133243346210935
20833	will_VMFIN	0.006121565087208371
16249	liegen_VVFIN	-0.0060990700618951685
18269	solche_PIAT	-0.0060878392311858225
2358	Drama_NN	0.006042854451041328
15210	ihres_PPOSAT	0.006036819171967435
3351	Funktion_NN	-0.005996086604560559
1404	Auswertung_NN	-0.0059911990700944875
11611	d.h._PRELS	-0.00596879437692689
1157	Aspekte_NN	-0.0059397517773834615
5076	Land_NN	0.005930697771321892
6809	Sachlichkeit_NN	0.005912812719955228
4730	Kleists_NE	0.005912626556741399
1128	Argument_NN	-0.005903523650769345
5408	Mannes_NN	0.005867831383638784
9689	allerdings_ADV	-0.00586530793486157
20942	wäre_VAFIN	-0.005859517093451687
8664	Vorkommen_NN	-0.005857918824144573
2037	Campe_NE	0.0058571453099747145
13831	ganz_ADV	0.005855442359884752
9090	Wörterbüchern_NN	-0.005841954273315364
12392	einige_PIAT	-0.005829578969424238
11713	davon_PROAV	-0.005823432664144971
2803	Erinnerung_NN	0.0058203864220833495
6401	Prädikat_NN	-0.005785172765184952
3610	Genitiv_NN	-0.005784751790878541
8750	Wahrheit_NN	0.005779767723908762
10590	außerdem_PROAV	-0.005768569812992518
13305	etwa_ADV	-0.005762297285911325
9033	Wort_NN	-0.005756914941290787
949	Angehörigen_NN	-0.005699056687371465
18285	sollte_VMFIN	-0.00569403095994773
4990	Kultur_NN	0.005689495016774808
7097	Seite_NN	0.005686771941041894
8799	Weg_NN	0.005669519784665234
11623	dadurch_PROAV	0.005668090631779194
11563	bürgerlichen_ADJA	0.005665639684718537
11961	dieser_PDS	0.005651869481776402
11785	den_PRELS	0.00565041751670761
17914	schließlich_ADV	0.005641440242029056
1883	Bildungen_NN	-0.005636942676582504
1275	Augen_NN	0.005588778603832248
7533	Studien_NN	-0.005580562034443999
21155	zum_APPRART	0.005576886562588812
9397	a_XY	-0.0055655533309287705
784	Adjektiven_NN	-0.005562578976364466
744	Abstrakta_NE	-0.005555158817164918
19002	um_APPR	-0.005502776018637058
5337	Ludwig_NE	0.005500948567428672
20072	versucht_VVFIN	0.005500656923782962
937	Anforderungen_NN	-0.005488407272462968
5056	Künstler_NN	0.005472866880836385
7452	Stelle_NN	0.0054654598844528415
14345	gesellschaftliche_ADJA	0.005458192330573353
5294	Linguistik_NN	-0.005455994965603129
4836	Konkretheit_NN	-0.005434459931949023
2039	Celan_NE	0.005424197212461789
606	7_CARD	-0.005424169242607442
3469	Gedichte_NN	0.005420170453999951
9103	Zahlen_NN	-0.005409299324877617
2228	Deutsch_NN	-0.005403813274996298
3354	Funktionen_NN	-0.005383644170482253
12211	eigene_ADJA	0.005367365796661383
3815	Gott_NN	0.00536242433634458
8364	Verhältnis_NN	0.005362379667375497
15737	kommt_VVFIN	0.005344000979883302
8994	Wissen_NN	-0.005338367562034895
9029	Wolf_NE	0.0053201733564885246
6563	Regeln_NN	-0.0053068011877776084
5222	Lernenden_NN	-0.0053066043435516606
11625	dagegen_PROAV	-0.005305756814777392
15003	hinaus_APZR	0.005299486379701746
2447	Ehe_NN	0.005281840394174488
16861	neue_ADJA	0.005280971764053188
1422	Autor_NN	0.005269728668638036
4780	Kommunikation_NN	-0.005265954650718219
8239	Verarbeitung_NN	-0.005248546440937301
18286	sollten_VMFIN	-0.005235886517531588
13561	finden_VVFIN	-0.0052342817656980956
7469	Stichprobe_NN	-0.005227063920879791
5678	Motiv_NN	0.005220237736106327
16014	könnte_VMFIN	-0.005215140573111279
5081	Landschaft_NN	0.005214773462123307
7835	Titel_NN	0.005212119922272121
10263	aufgrund_APPR	-0.00520389956668176
8119	Unterschied_NN	-0.005157408669838185
4494	Interviews_NN	-0.005154622512499203
12270	einer_ART	0.005145712590028977
7001	Schriftsteller_NN	0.005140184507275375
9731	als_KOKOM	-0.0051320903622206135
7565	Subjekt_NN	-0.005123980594467822
4649	Kategorie_NN	-0.005119058140169117
528	4_CARD	-0.005114186004649992
3001	Extrahiert_ADJD	-0.005108650921455508
13563	findet_VVFIN	0.005096705325844032
2622	Elemente_NN	-0.005087953125418826
21341	zweiten_ADJA	-0.0050788990137643954
5534	Metaphern_NN	-0.005073640509971712
8115	Unterscheidung_NN	-0.0050713875474605145
883	Althochdeutschen_NN	-0.005064833283801859
1423	Autoren_NN	-0.005055849970172574
7519	Strophe_NN	0.005022875933002956
6423	Präsenz_NN	0.005003337179199377
7788	Thema_NN	-0.004983371230178642
14564	gilt_VVFIN	-0.004972597140748912
7146	Semantik_NN	-0.0049639763107088035
1847	Beziehung_NN	0.004958443566801864
7056	Schwierigkeiten_NN	-0.0049565708995343094
8695	Vorstellung_NN	0.004950971336287002
1875	Bilder_NN	0.004944862970378354
20671	welche_PWAT	-0.004943294187334276
2985	Experiment_NN	-0.004942901092023632
8894	Wesen_NN	0.004939090258908423
16890	nichts_PIS	0.004931092441733273
902	Analysen_NN	-0.004921523303980315
12733	entsprechenden_ADJA	-0.00491038925413058
5238	Lesen_NN	-0.00490247240230311
650	>_XY	-0.004899331624016861
9042	Wortes_NN	-0.0048896348875293975
18186	sieht_VVFIN	0.004878962892814396
1966	Brinkmann_NE	0.004861920800984665
16960	nur_ADV	-0.004850575941654566
5633	Moderne_NN	0.004836573901174214
1635	Belege_NN	-0.0048279695774406176
8460	Version_NN	-0.004818310988879661
5350	Lyrik_NN	0.004811572369822063
3159	Flucht_NN	0.0048048159592815245
6441	Publikum_NN	0.004791334692126876
16218	lexikalische_ADJA	-0.0047812383606107975
2261	Dichter_NN	0.004776979097935439
3492	Gefühl_NN	0.004775265340595404
7628	Szene_NN	0.004771901086038033
2202	Der_ART	0.004764881483806681
5365	Lücke_NN	-0.00475528083298481
944	Angaben_NN	-0.0047341603217535754
1397	Auswahl_NN	-0.004731877670070652
12674	enthält_VVFIN	-0.004730057540225422
9004	Wissenschaftssprache_NN	-0.004725598325442039
16267	linguistischen_ADJA	-0.004716043739976666
642	=_XY	-0.004714409485001982
9414	aber_KON	0.004708918189762392
2817	Erklärung_NN	-0.0047073711134396415
13813	fünf_CARD	-0.00470186365695678
8874	Werken_NN	0.004679296469656377
662	Abbildung_NN	-0.004675941859413773
9684	allen_PIAT	-0.004674211636384399
4955	Krieg_NN	0.004673205546902273
16453	mehr_PIAT	-0.004670435934919975
21419	Überblick_NN	-0.004664482117355321
7885	Traum_NN	0.004658093237461902
17676	relativ_ADJD	-0.004657259668305069
8450	Verschriftlichung_NN	-0.004651710576203479
5287	Lied_NN	0.0046327267538575695
12045	dort_ADV	0.004627849188851663
20632	weiteren_ADJA	-0.004624498653373938
14166	genannten_ADJA	-0.004616163947910561
4615	Kampf_NN	0.004613807725976612
3972	Haltung_NN	0.004611893264114644
3078	Fehler_NN	-0.004611205323040986
6900	Schicksal_NN	0.00457633765458487
20788	wie_KOKOM	-0.004573782315817804
15740	kommunikativen_ADJA	-0.004564140456989672
4542	Jahrhunderts_NN	0.004553171826941371
6153	Perspektive_NN	0.004548225581112139
9413	aber_ADV	0.004541657604647356
2478	Eigennamen_NN	-0.004539634448214211
12874	erfährt_VVFIN	0.004533592411096323
8486	Versuch_NN	0.004520152243304943
4796	Kompetenz_NN	-0.004472831794784285
3312	Fremdsprachenunterricht_NN	-0.004461848919988777
21389	Änderungen_NN	-0.004461749234962961
722	Abschnitt_NN	-0.004460619493174638
12970	erklären_VVINF	-0.004460024910270347
11723	de_NE	0.004457845905448246
7022	Schulen_NN	-0.0044567323139255155
2479	Eigenschaft_NN	-0.004455346173786323
1002	Annahme_NN	-0.004454781956825492
6677	Revolution_NN	0.004451754910096624
2786	Ergebnis_NN	-0.004448623494363634
18783	teilweise_ADV	-0.004445600376248755
4695	Kindheit_NN	0.0044362732701084635
15038	hinter_APPR	0.004429152976373699
19	0_CARD	-0.004419964502938057
931	Anfang_NN	0.00440479429156563
18947	tritt_VVFIN	0.0043981333002242225
16598	modernen_ADJA	0.004396976287939527
2809	Erkenntnis_NN	0.004396439592249599
4902	Konzept_NN	-0.0043890187375446536
9386	]_XY	-0.004369028498951099
16678	männliche_ADJA	0.0043579699349319346
5505	Menge_NN	-0.0043579047934354685
1554	Begegnung_NN	0.004357069435992108
9089	Wörterbücher_NN	-0.00435351838279505
3812	Goethes_NE	0.00434450581949353
9057	Wortschatzes_NN	-0.0043373056252267285
7337	Sprachgebrauch_NN	-0.004334726121888302
14479	gewesen_VAPP	0.004333793288086404
2162	Definition_NN	-0.004326265798197346
7535	Studierende_NN	-0.004320417307749714
19376	unterscheiden_VVINF	-0.0042838865265245885
14639	grammatischen_ADJA	-0.004277647216635023
10309	aufweisen_VVINF	-0.004260403894644499
5753	NP_NE	-0.004259082103541196
3316	Frequenz_NN	-0.004257102523001088
6596	Reihenfolge_NN	-0.004255450716702214
15564	jungen_ADJA	0.0042402604699011345
4370	Infinitiv_NN	-0.00423565533455097
5070	Lage_NN	0.004234196497003565
21109	zugeordnet_VVPP	-0.004228248600817169
6125	Patienten_NN	-0.004226522688214511
9039	Worte_NN	0.004213851723632267
4921	Kopula_NE	-0.004210801968952733
7021	Schule_NN	-0.004208868715944036
1827	Bewertung_NN	-0.004206916473783427
12893	ergibt_VVFIN	-0.004200415612566188
9363	[_XY	-0.004195473968345227
2681	Englischen_NN	-0.004171011234310553
6632	Religion_NN	0.004168516382698793
16490	menschlichen_ADJA	0.004158779453165542
20233	viele_PIAT	-0.004158209454926262
2365	Dramen_NN	0.004147645721206627
4361	Individuum_NN	0.004146442174561003
2771	Erfassung_NN	-0.004140136819993461
16015	könnten_VMFIN	-0.0041378414878988235
4377	Information_NN	-0.004134743885037376
16887	nicht_PTKNEG	0.004130719396475371
15508	je_ADV	-0.004122641843688865
21178	zurück_PTKVZ	0.004116460894304541
2016	Bühne_NN	0.004089829829024669
13129	erst_ADV	0.004078294871432412
9738	alten_ADJA	0.00407645310099868
8217	Vaters_NN	0.00407450679388
20881	wo_PWAV	0.004046755585746598
7686	Tat_NN	0.004046081259257497
4451	Integration_NN	-0.0040452916580817665
1522	Bedingungen_NN	-0.004042985703275107
16915	nimmt_VVFIN	0.004034778255972954
19426	untersucht_VVPP	-0.004008107658079652
4208	Hofmannsthal_NE	0.0040054146243413856
3470	Gedichten_NN	0.0040036625304232555
9068	Wunsch_NN	0.003982443357663884
6014	Opfer_NN	0.003981978964446776
14637	grammatische_ADJA	-0.003978157983262648
6642	Reportage_NN	0.003976826458966311
2044	Charakter_NN	0.003970783183111752
4873	Kontext_NN	-0.003967203319997526
12113	durchgeführt_VVPP	-0.003965552462275228
7075	Schülern_NN	-0.00396077662302623
20913	worden_VAPP	0.003957561664060652
2767	Erfahrung_NN	0.003950798744002569
3024	Fachsprache_NN	-0.003943583301180879
7558	Stück_NN	0.003943455041460258
9058	Wortschätze_NN	-0.003941788007484108
641	<_XY	-0.003934500769907157
4943	Krankheit_NN	0.003934283758739571
13034	ermittelt_VVPP	-0.003932103828318995
10350	aus_PTKVZ	-0.00393201927473712
14041	gehören_VVFIN	-0.003922757817622527
2926	Erzählers_NN	0.003917180928262854
5419	Marie_NE	0.003899423673020467
21272	zusätzlich_ADJD	-0.0038883968272218202
2788	Ergebnissen_NN	-0.0038862497537562974
2726	Entwicklung_NN	-0.0038830535772379424
16894	nie_ADV	0.003881945946581898
8113	Unterricht_NN	-0.0038817772508641744
1082	Anwendung_NN	-0.003878927485726221
11721	daß_KOUS	0.0038753742411495725
4974	Kriterium_NN	-0.003873489630827558
2270	Die_ART	-0.0038713391501002353
16689	möglichen_ADJA	-0.0038659416749765477
7751	Textes_NN	0.0038594789317043807
6320	Probleme_NN	-0.003848181300955792
17000	oberen_ADJA	-0.003845457382104317
14536	gezeigt_VVPP	-0.0038453972231885245
4161	Hinblick_NN	-0.003841951012586049
9868	angegeben_VVPP	-0.0038391696519654754
11783	den_ART	0.0038329225987442372
1152	Artikels_NN	-0.0038319739326116787
7864	Tradition_NN	0.003830535431722342
5873	Neuen_ADJA	0.0038260047640976927
11392	bezeichnet_VVPP	-0.003819733911961443
3810	Goethe_NE	0.0038158731616083864
18719	syntaktischer_ADJA	-0.0038086034082675706
8013	Umwelt_NN	0.003808479018788774
21085	zu_PTKVZ	-0.0037971561756527596
9035	Wortarten_NN	-0.0037959309618990833
11953	diese_PDS	0.0037934349160223643
21087	zudem_PROAV	-0.003793256001068829
2979	Existenz_NN	0.003792787357313518
3177	Folgenden_NN	-0.0037921565315251495
2499	Eindruck_NN	0.0037857384176260226
17060	oft_ADV	-0.003772493845661415
6716	Rolle_NN	0.0037607098287733474
7078	Seele_NN	0.003759659073590884
3662	Geschehen_NN	0.0037543350080262447
15788	konkreten_ADJA	-0.0037504834991237976
12949	erinnert_VVFIN	0.0037457579252796894
12976	erklärt_VVPP	-0.0037397957936025836
5045	Körper_NN	0.003737542174351514
18422	später_ADJD	0.0037326724322151957
17063	ohne_KOUI	0.0037271831308665513
17955	schreibt_VVFIN	0.0037207692977994566
3753	Gewalt_NN	0.0037176553000481073
1959	Brief_NN	0.0037067789489300526
1317	Auseinandersetzung_NN	0.0036960085172419964
2237	Deutschland_NE	0.0036947734124326372
15765	komplexen_ADJA	-0.003690535092271186
12761	entweder_KON	-0.003681872486018785
3420	Gattung_NN	0.0036733469589266825
12410	einmal_ADV	0.0036554963844750805
16719	nach_APPR	0.003649215405241133
15322	inneren_ADJA	0.003640863646329907
11425	bilden_VVFIN	-0.0036399009356760073
8594	Volk_NN	0.003625096061697143
7577	Substantiven_NN	-0.0036225627483683046
5037	König_NN	0.003619593277390744
11206	besteht_VVFIN	-0.003619067099758994
4436	Instanz_NN	0.0036174390196616383
6314	Problem_NN	-0.0036161266344516036
18151	setzt_VVFIN	0.0036102669213606544
